Date1,State,beds_icu_covid,icu_covid,icu_usage,vent_covid,vent,vent_usage,Date,Total Cases
12-Jun,Johor,114,124,108.77,85,134,63.43,12-Jun,505
12-Jun,Kedah,73,56,76.71,26,105,24.76,12-Jun,171
12-Jun,Kelantan,56,32,57.14,19,124,15.32,12-Jun,337
12-Jun,Melaka,70,49,70,16,59,27.12,12-Jun,178
12-Jun,Negeri Sembilan,59,79,133.9,60,52,115.38,12-Jun,618
12-Jun,Pahang,53,25,47.17,8,65,12.31,12-Jun,121
12-Jun,Perak,71,46,64.79,18,93,19.35,12-Jun,218
12-Jun,Perlis,8,8,100,6,16,37.5,12-Jun,5
12-Jun,Pulau Pinang,45,38,84.44,20,33,60.61,12-Jun,198
12-Jun,Sabah,107,98,91.59,39,101,38.61,12-Jun,378
12-Jun,Sarawak,106,104,98.11,32,140,22.86,12-Jun,569
12-Jun,Selangor,253,307,121.34,174,287,60.63,12-Jun,1583
12-Jun,Terengganu,26,17,65.38,11,41,26.83,12-Jun,82
12-Jun,W.P. Kuala Lumpur,127,124,97.64,73,143,51.05,12-Jun,563
12-Jun,W.P. Labuan,18,18,100,10,10,100,12-Jun,250
12-Jun,W.P. Putrajaya,8,8,100,6,28,21.43,12-Jun,23
13-Jun,Johor,114,120,105.26,82,134,61.19,13-Jun,363
13-Jun,Kedah,73,55,75.34,29,105,27.62,13-Jun,301
13-Jun,Kelantan,56,36,64.29,16,124,12.9,13-Jun,179
13-Jun,Melaka,70,67,95.71,15,59,25.42,13-Jun,145
13-Jun,Negeri Sembilan,59,80,135.59,55,52,105.77,13-Jun,331
13-Jun,Pahang,53,23,43.4,8,65,12.31,13-Jun,78
13-Jun,Perak,71,41,57.75,15,93,16.13,13-Jun,121
13-Jun,Perlis,8,7,87.5,6,16,37.5,13-Jun,5
13-Jun,Pulau Pinang,45,39,86.67,21,33,63.64,13-Jun,256
13-Jun,Sabah,107,101,94.39,41,101,40.59,13-Jun,335
13-Jun,Sarawak,106,110,103.77,32,140,22.86,13-Jun,546
13-Jun,Selangor,253,308,121.74,180,287,62.72,13-Jun,1974
13-Jun,Terengganu,26,15,57.69,11,41,26.83,13-Jun,46
13-Jun,W.P. Kuala Lumpur,127,128,100.79,68,143,47.55,13-Jun,463
13-Jun,W.P. Labuan,18,13,72.22,6,10,60,13-Jun,159
13-Jun,W.P. Putrajaya,8,7,87.5,6,28,21.43,13-Jun,7
14-Jun,Johor,114,127,111.4,89,134,66.42,14-Jun,432
14-Jun,Kedah,73,50,68.49,29,105,27.62,14-Jun,199
14-Jun,Kelantan,56,34,60.71,18,124,14.52,14-Jun,214
14-Jun,Melaka,70,58,82.86,17,59,28.81,14-Jun,119
14-Jun,Negeri Sembilan,59,75,127.12,56,52,107.69,14-Jun,325
14-Jun,Pahang,53,25,47.17,9,65,13.85,14-Jun,61
14-Jun,Perak,71,34,47.89,16,93,17.2,14-Jun,136
14-Jun,Perlis,8,7,87.5,6,16,37.5,14-Jun,1
14-Jun,Pulau Pinang,45,41,91.11,22,33,66.67,14-Jun,214
14-Jun,Sabah,107,97,90.65,40,101,39.6,14-Jun,273
14-Jun,Sarawak,106,103,97.17,31,140,22.14,14-Jun,744
14-Jun,Selangor,253,316,124.9,202,287,70.38,14-Jun,1523
14-Jun,Terengganu,26,13,50,10,41,24.39,14-Jun,86
14-Jun,W.P. Kuala Lumpur,127,128,100.79,69,143,48.25,14-Jun,505
14-Jun,W.P. Labuan,18,15,83.33,7,11,63.64,14-Jun,113
14-Jun,W.P. Putrajaya,8,7,87.5,6,28,21.43,14-Jun,10
15-Jun,Johor,114,122,107.02,93,134,69.4,15-Jun,366
15-Jun,Kedah,73,45,61.64,24,105,22.86,15-Jun,252
15-Jun,Kelantan,56,37,66.07,18,124,14.52,15-Jun,245
15-Jun,Melaka,70,55,78.57,19,59,32.2,15-Jun,155
15-Jun,Negeri Sembilan,61,74,121.31,56,48,116.67,15-Jun,396
15-Jun,Pahang,53,26,49.06,7,65,10.77,15-Jun,32
15-Jun,Perak,71,26,36.62,13,93,13.98,15-Jun,68
15-Jun,Perlis,8,8,100,6,16,37.5,15-Jun,1
15-Jun,Pulau Pinang,45,37,82.22,23,33,69.7,15-Jun,124
15-Jun,Sabah,107,100,93.46,41,101,40.59,15-Jun,230
15-Jun,Sarawak,106,105,99.06,29,140,20.71,15-Jun,719
15-Jun,Selangor,253,314,124.11,179,287,62.37,15-Jun,1998
15-Jun,Terengganu,26,14,53.85,9,41,21.95,15-Jun,43
15-Jun,W.P. Kuala Lumpur,127,128,100.79,28,143,19.58,15-Jun,653
15-Jun,W.P. Labuan,18,14,77.78,6,11,54.55,15-Jun,138
15-Jun,W.P. Putrajaya,8,8,100,6,28,21.43,15-Jun,5
16-Jun,Johor,114,124,108.77,91,134,67.91,16-Jun,392
16-Jun,Kedah,73,48,65.75,27,105,25.71,16-Jun,228
16-Jun,Kelantan,56,35,62.5,21,124,16.94,16-Jun,230
16-Jun,Melaka,70,65,92.86,21,59,35.59,16-Jun,152
16-Jun,Negeri Sembilan,61,91,149.18,61,48,127.08,16-Jun,607
16-Jun,Pahang,48,22,45.83,8,66,12.12,16-Jun,57
16-Jun,Perak,71,30,42.25,16,93,17.2,16-Jun,66
16-Jun,Perlis,8,8,100,6,16,37.5,16-Jun,8
16-Jun,Pulau Pinang,45,35,77.78,23,33,69.7,16-Jun,99
16-Jun,Sabah,107,92,85.98,38,101,37.62,16-Jun,184
16-Jun,Sarawak,106,106,100,27,140,19.29,16-Jun,570
16-Jun,Selangor,253,326,128.85,188,287,65.51,16-Jun,1914
16-Jun,Terengganu,26,14,53.85,9,41,21.95,16-Jun,56
16-Jun,W.P. Kuala Lumpur,127,122,96.06,66,143,46.15,16-Jun,483
16-Jun,W.P. Labuan,18,16,88.89,8,11,72.73,16-Jun,101
16-Jun,W.P. Putrajaya,8,7,87.5,5,28,17.86,16-Jun,6
17-Jun,Johor,114,114,100,89,134,66.42,17-Jun,449
17-Jun,Kedah,73,46,63.01,26,105,24.76,17-Jun,197
17-Jun,Kelantan,56,33,58.93,23,113,20.35,17-Jun,154
17-Jun,Melaka,70,56,80,15,59,25.42,17-Jun,184
17-Jun,Negeri Sembilan,61,92,150.82,64,48,133.33,17-Jun,1086
17-Jun,Pahang,48,28,58.33,8,66,12.12,17-Jun,54
17-Jun,Perak,71,27,38.03,15,93,16.13,17-Jun,30
17-Jun,Perlis,8,6,75,6,16,37.5,17-Jun,0
17-Jun,Pulau Pinang,47,36,76.6,24,33,72.73,17-Jun,97
17-Jun,Sabah,107,92,85.98,35,101,34.65,17-Jun,248
17-Jun,Sarawak,106,107,100.94,30,140,21.43,17-Jun,559
17-Jun,Selangor,253,325,128.46,187,287,65.16,17-Jun,1859
17-Jun,Terengganu,26,14,53.85,10,41,24.39,17-Jun,77
17-Jun,W.P. Kuala Lumpur,127,119,93.7,67,143,46.85,17-Jun,643
17-Jun,W.P. Labuan,18,17,94.44,10,11,90.91,17-Jun,97
17-Jun,W.P. Putrajaya,8,7,87.5,5,28,17.86,17-Jun,7
18-Jun,Johor,114,126,110.53,88,134,65.67,18-Jun,592
18-Jun,Kedah,73,42,57.53,21,105,20,18-Jun,159
18-Jun,Kelantan,56,33,58.93,22,113,19.47,18-Jun,200
18-Jun,Melaka,70,66,94.29,15,59,25.42,18-Jun,223
18-Jun,Negeri Sembilan,55,96,174.55,66,49,134.69,18-Jun,870
18-Jun,Pahang,48,26,54.17,6,66,9.09,18-Jun,79
18-Jun,Perak,71,27,38.03,16,93,17.2,18-Jun,357
18-Jun,Perlis,8,6,75,6,16,37.5,18-Jun,2
18-Jun,Pulau Pinang,47,33,70.21,21,33,63.64,18-Jun,122
18-Jun,Sabah,107,82,76.64,26,101,25.74,18-Jun,199
18-Jun,Sarawak,106,99,93.4,28,140,20,18-Jun,536
18-Jun,Selangor,253,331,130.83,193,287,67.25,18-Jun,2095
18-Jun,Terengganu,26,13,50,10,41,24.39,18-Jun,32
18-Jun,W.P. Kuala Lumpur,127,125,98.43,75,143,52.45,18-Jun,821
18-Jun,W.P. Labuan,18,13,72.22,5,11,45.45,18-Jun,152
18-Jun,W.P. Putrajaya,8,7,87.5,6,28,21.43,18-Jun,6
19-Jun,Johor,114,123,107.89,86,134,64.18,19-Jun,498
19-Jun,Kedah,73,52,71.23,26,105,24.76,19-Jun,204
19-Jun,Kelantan,56,31,55.36,20,113,17.7,19-Jun,223
19-Jun,Melaka,70,63,90,14,59,23.73,19-Jun,134
19-Jun,Negeri Sembilan,55,95,172.73,63,49,128.57,19-Jun,770
19-Jun,Pahang,48,25,52.08,7,66,10.61,19-Jun,56
19-Jun,Perak,71,23,32.39,16,93,17.2,19-Jun,245
19-Jun,Perlis,8,5,62.5,5,16,31.25,19-Jun,0
19-Jun,Pulau Pinang,47,34,72.34,12,33,36.36,19-Jun,167
19-Jun,Sabah,107,74,69.16,28,101,27.72,19-Jun,201
19-Jun,Sarawak,106,96,90.57,28,140,20,19-Jun,569
19-Jun,Selangor,253,325,128.46,182,287,63.41,19-Jun,2112
19-Jun,Terengganu,26,13,50,9,41,21.95,19-Jun,62
19-Jun,W.P. Kuala Lumpur,127,123,96.85,68,143,47.55,19-Jun,483
19-Jun,W.P. Labuan,18,16,88.89,8,11,72.73,19-Jun,185
19-Jun,W.P. Putrajaya,8,7,87.5,5,28,17.86,19-Jun,3
20-Jun,Johor,114,121,106.14,84,134,62.69,20-Jun,627
20-Jun,Kedah,73,52,71.23,26,105,24.76,20-Jun,170
20-Jun,Kelantan,56,29,51.79,18,113,15.93,20-Jun,167
20-Jun,Melaka,70,72,102.86,15,59,25.42,20-Jun,183
20-Jun,Negeri Sembilan,55,89,161.82,62,49,126.53,20-Jun,693
20-Jun,Pahang,48,23,47.92,7,66,10.61,20-Jun,77
20-Jun,Perak,71,20,28.17,14,93,15.05,20-Jun,205
20-Jun,Perlis,8,5,62.5,5,16,31.25,20-Jun,2
20-Jun,Pulau Pinang,47,31,65.96,17,33,51.52,20-Jun,114
20-Jun,Sabah,107,71,66.36,24,101,23.76,20-Jun,163
20-Jun,Sarawak,106,92,86.79,28,140,20,20-Jun,664
20-Jun,Selangor,253,323,127.67,192,287,66.9,20-Jun,1684
20-Jun,Terengganu,26,10,38.46,6,41,14.63,20-Jun,12
20-Jun,W.P. Kuala Lumpur,127,126,99.21,73,143,51.05,20-Jun,379
20-Jun,W.P. Labuan,18,16,88.89,8,11,72.73,20-Jun,156
20-Jun,W.P. Putrajaya,8,8,100,6,28,21.43,20-Jun,4
21-Jun,Johor,114,123,107.89,88,134,65.67,21-Jun,320
21-Jun,Kedah,73,54,73.97,31,105,29.52,21-Jun,182
21-Jun,Kelantan,56,32,57.14,21,113,18.58,21-Jun,219
21-Jun,Melaka,70,73,104.29,14,59,23.73,21-Jun,205
21-Jun,Negeri Sembilan,55,87,158.18,60,49,122.45,21-Jun,437
21-Jun,Pahang,48,25,52.08,8,66,12.12,21-Jun,50
21-Jun,Perak,71,22,30.99,14,93,15.05,21-Jun,453
21-Jun,Perlis,8,5,62.5,5,16,31.25,21-Jun,0
21-Jun,Pulau Pinang,47,28,59.57,18,33,54.55,21-Jun,84
21-Jun,Sabah,107,66,61.68,20,101,19.8,21-Jun,166
21-Jun,Sarawak,106,94,88.68,29,140,20.71,21-Jun,684
21-Jun,Selangor,253,318,125.69,203,287,70.73,21-Jun,1346
21-Jun,Terengganu,26,10,38.46,6,41,14.63,21-Jun,18
21-Jun,W.P. Kuala Lumpur,127,124,97.64,74,143,51.75,21-Jun,310
21-Jun,W.P. Labuan,18,16,88.89,8,11,72.73,21-Jun,130
21-Jun,W.P. Putrajaya,8,8,100,6,28,21.43,21-Jun,15
22-Jun,Johor,114,109,95.61,81,134,60.45,22-Jun,239
22-Jun,Kedah,73,58,79.45,38,105,36.19,22-Jun,142
22-Jun,Kelantan,56,33,58.93,22,113,19.47,22-Jun,165
22-Jun,Melaka,70,67,95.71,17,59,28.81,22-Jun,167
22-Jun,Negeri Sembilan,55,122,221.82,52,49,106.12,22-Jun,585
22-Jun,Pahang,48,23,47.92,8,66,12.12,22-Jun,131
22-Jun,Perak,71,21,29.58,13,93,13.98,22-Jun,68
22-Jun,Perlis,8,5,62.5,5,16,31.25,22-Jun,2
22-Jun,Pulau Pinang,47,27,57.45,17,33,51.52,22-Jun,195
22-Jun,Sabah,107,69,64.49,20,101,19.8,22-Jun,193
22-Jun,Sarawak,106,92,86.79,30,140,21.43,22-Jun,507
22-Jun,Selangor,253,332,131.23,202,287,70.38,22-Jun,1567
22-Jun,Terengganu,26,9,34.62,6,41,14.63,22-Jun,37
22-Jun,W.P. Kuala Lumpur,132,126,95.45,75,163,46.01,22-Jun,636
22-Jun,W.P. Labuan,18,17,94.44,8,11,72.73,22-Jun,104
22-Jun,W.P. Putrajaya,8,6,75,5,28,17.86,22-Jun,7
23-Jun,Johor,114,123,107.89,77,134,57.46,23-Jun,283
23-Jun,Kedah,73,59,80.82,39,105,37.14,23-Jun,189
23-Jun,Kelantan,56,33,58.93,22,113,19.47,23-Jun,81
23-Jun,Melaka,70,73,104.29,14,59,23.73,23-Jun,180
23-Jun,Negeri Sembilan,55,88,160,49,49,100,23-Jun,677
23-Jun,Pahang,48,26,54.17,10,66,15.15,23-Jun,245
23-Jun,Perak,71,20,28.17,10,93,10.75,23-Jun,75
23-Jun,Perlis,8,4,50,4,16,25,23-Jun,1
23-Jun,Pulau Pinang,47,26,55.32,6,33,18.18,23-Jun,159
23-Jun,Sabah,107,72,67.29,21,101,20.79,23-Jun,129
23-Jun,Sarawak,106,93,87.74,29,140,20.71,23-Jun,577
23-Jun,Selangor,253,340,134.39,196,287,68.29,23-Jun,2007
23-Jun,Terengganu,26,9,34.62,6,41,14.63,23-Jun,27
23-Jun,W.P. Kuala Lumpur,132,130,98.48,79,163,48.47,23-Jun,531
23-Jun,W.P. Labuan,18,17,94.44,7,11,63.64,23-Jun,77
23-Jun,W.P. Putrajaya,8,6,75,6,28,21.43,23-Jun,13
24-Jun,Johor,114,117,102.63,73,134,54.48,24-Jun,346
24-Jun,Kedah,73,63,86.3,38,105,36.19,24-Jun,271
24-Jun,Kelantan,56,34,60.71,20,113,17.7,24-Jun,135
24-Jun,Melaka,70,78,111.43,18,59,30.51,24-Jun,247
24-Jun,Negeri Sembilan,55,88,160,54,49,110.2,24-Jun,781
24-Jun,Pahang,48,26,54.17,9,66,13.64,24-Jun,162
24-Jun,Perak,71,20,28.17,9,93,9.68,24-Jun,120
24-Jun,Perlis,8,2,25,2,16,12.5,24-Jun,5
24-Jun,Pulau Pinang,40,26,65,17,33,51.52,24-Jun,108
24-Jun,Sabah,107,72,67.29,20,101,19.8,24-Jun,203
24-Jun,Sarawak,106,90,84.91,27,140,19.29,24-Jun,581
24-Jun,Selangor,259,337,130.12,194,300,64.67,24-Jun,2074
24-Jun,Terengganu,26,5,19.23,4,41,9.76,24-Jun,29
24-Jun,W.P. Kuala Lumpur,132,128,96.97,80,163,49.08,24-Jun,558
24-Jun,W.P. Labuan,18,17,94.44,7,11,63.64,24-Jun,212
24-Jun,W.P. Putrajaya,8,6,75,6,28,21.43,24-Jun,17
25-Jun,Johor,114,118,103.51,74,134,55.22,25-Jun,196
25-Jun,Kedah,73,62,84.93,38,105,36.19,25-Jun,186
25-Jun,Kelantan,56,35,62.5,22,111,19.82,25-Jun,98
25-Jun,Melaka,70,79,112.86,18,59,30.51,25-Jun,223
25-Jun,Negeri Sembilan,55,84,152.73,54,49,110.2,25-Jun,658
25-Jun,Pahang,48,26,54.17,9,66,13.64,25-Jun,139
25-Jun,Perak,71,19,26.76,7,93,7.53,25-Jun,72
25-Jun,Perlis,8,1,12.5,1,16,6.25,25-Jun,0
25-Jun,Pulau Pinang,42,26,61.9,15,33,45.45,25-Jun,270
25-Jun,Sabah,107,71,66.36,18,101,17.82,25-Jun,156
25-Jun,Sarawak,106,84,79.25,28,140,20,25-Jun,673
25-Jun,Selangor,274,350,127.74,193,301,64.12,25-Jun,2208
25-Jun,Terengganu,26,5,19.23,4,41,9.76,25-Jun,46
25-Jun,W.P. Kuala Lumpur,132,127,96.21,85,162,52.47,25-Jun,782
25-Jun,W.P. Labuan,18,16,88.89,9,11,81.82,25-Jun,123
25-Jun,W.P. Putrajaya,8,6,75,6,28,21.43,25-Jun,14
26-Jun,Johor,114,110,96.49,74,134,55.22,26-Jun,329
26-Jun,Kedah,73,67,91.78,41,105,39.05,26-Jun,186
26-Jun,Kelantan,56,35,62.5,22,111,19.82,26-Jun,103
26-Jun,Melaka,70,81,115.71,18,59,30.51,26-Jun,355
26-Jun,Negeri Sembilan,55,86,156.36,59,49,120.41,26-Jun,741
26-Jun,Pahang,48,26,54.17,9,66,13.64,26-Jun,220
26-Jun,Perak,71,16,22.54,8,93,8.6,26-Jun,137
26-Jun,Perlis,8,2,25,0,16,0,26-Jun,4
26-Jun,Pulau Pinang,42,26,61.9,13,33,39.39,26-Jun,160
26-Jun,Sabah,107,68,63.55,17,101,16.83,26-Jun,189
26-Jun,Sarawak,106,82,77.36,28,140,20,26-Jun,492
26-Jun,Selangor,274,349,127.37,129,301,42.86,26-Jun,2111
26-Jun,Terengganu,26,6,23.08,3,41,7.32,26-Jun,29
26-Jun,W.P. Kuala Lumpur,132,125,94.7,85,162,52.47,26-Jun,634
26-Jun,W.P. Labuan,18,17,94.44,8,11,72.73,26-Jun,99
26-Jun,W.P. Putrajaya,8,8,100,8,28,28.57,26-Jun,24
27-Jun,Johor,114,115,100.88,76,134,56.72,27-Jun,312
27-Jun,Kedah,73,57,78.08,30,105,28.57,27-Jun,129
27-Jun,Kelantan,56,31,55.36,21,111,18.92,27-Jun,133
27-Jun,Melaka,70,82,117.14,18,59,30.51,27-Jun,380
27-Jun,Negeri Sembilan,55,94,170.91,68,49,138.78,27-Jun,501
27-Jun,Pahang,48,22,45.83,8,66,12.12,27-Jun,118
27-Jun,Perak,71,16,22.54,8,93,8.6,27-Jun,229
27-Jun,Perlis,8,2,25,0,16,0,27-Jun,0
27-Jun,Pulau Pinang,42,28,66.67,14,33,42.42,27-Jun,138
27-Jun,Sabah,107,71,66.36,16,101,15.84,27-Jun,190
27-Jun,Sarawak,106,80,75.47,33,140,23.57,27-Jun,513
27-Jun,Selangor,312,363,116.35,196,321,61.06,27-Jun,2213
27-Jun,Terengganu,26,6,23.08,3,41,7.32,27-Jun,16
27-Jun,W.P. Kuala Lumpur,132,130,98.48,86,162,53.09,27-Jun,630
27-Jun,W.P. Labuan,18,21,116.67,9,11,81.82,27-Jun,83
27-Jun,W.P. Putrajaya,8,8,100,8,28,28.57,27-Jun,4
28-Jun,Johor,114,109,95.61,67,134,50,28-Jun,244
28-Jun,Kedah,73,62,84.93,34,105,32.38,28-Jun,194
28-Jun,Kelantan,56,38,67.86,20,111,18.02,28-Jun,101
28-Jun,Melaka,70,92,131.43,17,59,28.81,28-Jun,183
28-Jun,Negeri Sembilan,51,97,190.2,62,49,126.53,28-Jun,629
28-Jun,Pahang,48,24,50,9,66,13.64,28-Jun,113
28-Jun,Perak,71,19,26.76,9,93,9.68,28-Jun,400
28-Jun,Perlis,8,2,25,0,16,0,28-Jun,5
28-Jun,Pulau Pinang,42,31,73.81,14,47,29.79,28-Jun,88
28-Jun,Sabah,107,67,62.62,18,101,17.82,28-Jun,258
28-Jun,Sarawak,106,81,76.42,37,140,26.43,28-Jun,413
28-Jun,Selangor,312,361,115.71,136,321,42.37,28-Jun,1989
28-Jun,Terengganu,26,8,30.77,3,41,7.32,28-Jun,23
28-Jun,W.P. Kuala Lumpur,137,130,94.89,95,162,58.64,28-Jun,469
28-Jun,W.P. Labuan,22,21,95.45,9,11,81.82,28-Jun,108
28-Jun,W.P. Putrajaya,8,8,100,8,28,28.57,28-Jun,8
29-Jun,Johor,113,109,96.46,66,145,45.52,29-Jun,271
29-Jun,Kedah,73,60,82.19,34,105,32.38,29-Jun,284
29-Jun,Kelantan,56,32,57.14,16,111,14.41,29-Jun,131
29-Jun,Melaka,70,89,127.14,16,59,27.12,29-Jun,252
29-Jun,Negeri Sembilan,51,82,160.78,60,49,122.45,29-Jun,700
29-Jun,Pahang,48,28,58.33,12,66,18.18,29-Jun,250
29-Jun,Perak,71,16,22.54,10,93,10.75,29-Jun,184
29-Jun,Perlis,8,1,12.5,0,16,0,29-Jun,0
29-Jun,Pulau Pinang,42,29,69.05,12,47,25.53,29-Jun,115
29-Jun,Sabah,107,71,66.36,16,101,15.84,29-Jun,178
29-Jun,Sarawak,106,86,81.13,41,140,29.29,29-Jun,242
29-Jun,Selangor,312,385,123.4,210,321,65.42,29-Jun,2311
29-Jun,Terengganu,30,7,23.33,3,49,6.12,29-Jun,21
29-Jun,W.P. Kuala Lumpur,138,138,100,95,162,58.64,29-Jun,1363
29-Jun,W.P. Labuan,18,18,100,9,11,81.82,29-Jun,117
29-Jun,W.P. Putrajaya,8,9,112.5,8,28,28.57,29-Jun,32
30-Jun,Johor,113,104,92.04,70,145,48.28,30-Jun,299
30-Jun,Kedah,73,62,84.93,39,105,37.14,30-Jun,226
30-Jun,Kelantan,56,30,53.57,15,111,13.51,30-Jun,159
30-Jun,Melaka,70,90,128.57,15,59,25.42,30-Jun,223
